animal,n_windows,model,accuracy_mean,accuracy_std,f1_mean,f1_std,rmse_mean,rmse_std,latency_ms_mean,composite_score,rank,total_time_s
09,86400,LSTM + bp,0.991409551374819,0.0008353414301613,0.9905368292663368,0.0007804884310412,15559.64765625,553.8690293808002,0.0103687704318403,0.9692299138836616,3,5359.81
09,86400,LSTM + bp_lag1,0.9829348769898696,0.0013894838264476,0.98101196357022,0.0015119003781593,15362.0095703125,563.3045810761718,0.0102836621140821,0.9631778176149146,4,5359.81
09,86400,STA-LSTM-H + bp_lag1,0.9831201157742402,0.0008775962330881,0.9812692668230208,0.0009073030072443,15781.369921875,698.0235086623146,0.0124095021255109,0.9186126780862832,5,5359.81
09,86400,STA-LSTM + bp_lag1,0.9833516642547032,0.001498192032238,0.9815609513928756,0.0015316788445368,16297.378125,943.0127931324552,0.0124832764456611,0.9183324526069526,6,5359.81
09,86400,Transformer + bp,0.9919536903039072,0.0006393841399239,0.9910389466161058,0.0006917228251672,23590.06328125,1325.5326504563525,0.0134724060871386,0.9023732380232962,7,5359.81
09,86400,Transformer + bp_lag1,0.9835137481910274,0.0010441527188083,0.981665025245046,0.0011274074811261,21901.937109375,1220.7577277802925,0.013397791976845,0.8959718430894839,8,5359.81
09,86400,STA-LSTM (accel),0.9285788712011576,0.0039879814668517,0.9254580600256044,0.0038835091756496,15976.921484375,420.37426220473225,0.0124457236244606,0.8745218472891685,9,5359.81
09,86400,STA-LSTM-H (accel),0.9272474674384948,0.0073646796145767,0.923969541905145,0.0073439348718423,16233.9919921875,805.5623260936835,0.0125100722633485,0.8730428343157449,10,5359.81
10,86400,GRU + bp_lag1,0.9880984081041968,0.0011718961173602,0.9832214107165024,0.0016316756391962,6899.96904296875,164.5919837396549,0.0100652656319797,0.9950256750620046,1,5499.89
10,86400,GRU + bp,0.9942807525325614,0.0003776441431039,0.991931732537442,0.0005687285844229,7009.58466796875,185.65741718161,0.0108409432583797,0.9928449249487552,2,5499.89
10,86400,LSTM + bp,0.9937134587554268,0.0002472261245043,0.991158148339219,0.0003257633187635,7168.93271484375,325.8597612123288,0.0105410180258121,0.9701326410083612,3,5499.89
10,86400,LSTM + bp_lag1,0.987820549927641,0.000616545387239,0.9827689409217452,0.0007233170094312,7379.1361328125,296.9620146901787,0.0105538284446499,0.9652752931026812,4,5499.89
10,86400,STA-LSTM-H + bp_lag1,0.9863502170767005,0.002354632880812,0.9807346400940116,0.0035076162542547,7401.15166015625,115.54789476486552,0.0126650263629476,0.919813876938483,5,5499.89
10,86400,STA-LSTM + bp_lag1,0.986246020260492,0.0013111656330055,0.9807457714311764,0.0019026608669703,7582.94833984375,173.66898917875918,0.0127334511608381,0.9193029823187148,6,5499.89
10,86400,STA-LSTM (accel),0.9740781476121562,0.0026909480152117,0.9658483853028634,0.0036635328687976,7787.3689453125,145.14506160674196,0.0126433004914916,0.91020237177581,7,5499.89
10,86400,STA-LSTM-H (accel),0.9722952243125904,0.0052386532433157,0.9633324912609944,0.006490778142125,7741.40048828125,53.15155560198802,0.0126912202254778,0.908467237749378,8,5499.89
10,86400,Transformer + bp,0.994246020260492,0.0004247510582424,0.9918124480318504,0.0006430240574487,9568.7736328125,369.175017891542,0.0138199216781882,0.9023957612221876,9,5499.89
10,86400,Transformer + bp_lag1,0.9888509406657018,0.0008313203158791,0.9841416043378886,0.0012609926989456,9505.973828125,270.1502691503042,0.0137208784497767,0.8985806006421838,10,5499.89
11,86400,GRU + bp,0.9921736613603472,0.0006901931605575,0.9844786137343692,0.0013626602680207,7713.03779296875,410.9679290121187,0.0099452391547163,0.9990117126041608,1,5394.17
11,86400,GRU + bp_lag1,0.983235890014472,0.0008369444664279,0.967058933397111,0.0020746963117969,8288.11591796875,281.5388472889778,0.009962646405222,0.9916392716869672,2,5394.17
11,86400,LSTM + bp,0.9921273516642548,0.0005368230677566,0.9847756560883948,0.0008391281862267,8166.376171875,142.4470354844905,0.0105045275943281,0.968752588443685,3,5394.17
11,86400,LSTM + bp_lag1,0.9841157742402314,0.0019364431399877,0.9695807737197524,0.0032127924463694,8590.1208984375,188.9555838891156,0.0104253157156529,0.9630200992351968,4,5394.17
11,86400,STA-LSTM + bp_lag1,0.9851693198263388,0.001263690549106,0.971169283937057,0.0022702200165677,9285.9103515625,400.28728416548313,0.0125547236710377,0.919308017959292,5,5394.17
11,86400,STA-LSTM-H + bp_lag1,0.9846946454413892,0.0016489601116715,0.9705081575032242,0.0025357944228011,9336.2755859375,244.8112445170173,0.0125312982342716,0.9190738369779088,6,5394.17
11,86400,STA-LSTM (accel),0.9702807525325616,0.0019910476713591,0.9477621929190512,0.0037314377886945,8898.4890625,144.15662092523755,0.0125730225988886,0.90732880915129,7,5394.17
11,86400,STA-LSTM-H (accel),0.9674327062228651,0.0044890855155871,0.9431012257896778,0.0079126476369202,8749.659765625,222.04329964987247,0.0126720873285866,0.9044168693278722,8,5394.17
11,86400,Transformer + bp,0.9934008683068016,0.0005059744922352,0.9870524329694752,0.0009104085393739,11625.2400390625,259.70224513632,0.0137011235992271,0.9021791723700312,9,5394.17
11,86400,Transformer + bp_lag1,0.9868364688856728,0.0005211127032093,0.9742346189710368,0.0009678917588108,11497.619140625,426.0518781379066,0.0137505643999718,0.8966317770580439,10,5394.17
12,86400,GRU + bp,0.9929261939218524,0.0009386999386685,0.9908689344175412,0.0012910024131257,7301.736328125,80.98478241718077,0.0099885670505949,0.9998880805819808,1,5460.8
12,86400,GRU + bp_lag1,0.9850998552822,0.0019232467523801,0.9810344175036174,0.0023571937345241,7629.33603515625,177.375294598529,0.0107210472484918,0.9867511164754544,2,5460.8
12,86400,LSTM + bp,0.992821997105644,0.0004238033046072,0.9908869977068118,0.0005789758983753,7745.40625,190.13531191723413,0.010446703883613,0.9705211036901102,3,5460.8
12,86400,LSTM + bp_lag1,0.984671490593343,0.000539810974327,0.98053900685483,0.0006222996773897,8016.7970703125,336.9723378191271,0.0104946297203903,0.963518521513034,4,5460.8
12,86400,STA-LSTM + bp_lag1,0.9856092619392186,0.0005027855456002,0.9817387838537356,0.0006038019414012,8245.4044921875,75.43231270161859,0.0125339494414314,0.92040763854274,5,5460.8
12,86400,STA-LSTM-H + bp_lag1,0.9848451519536904,0.0018601141328869,0.9807336143221632,0.0025995196464799,8317.278515625,240.94994485256424,0.0125621186445336,0.9196133807690676,6,5460.8
12,86400,STA-LSTM (accel),0.9758842257597684,0.0014177499984802,0.9699483446207378,0.0018304213822069,8102.32001953125,100.79714714755087,0.0125289403640714,0.9127311993244764,7,5460.8
12,86400,STA-LSTM-H (accel),0.9721678726483358,0.0017745589126028,0.9654421075338158,0.0023420420475922,8217.4607421875,238.2945848256691,0.0126795848216942,0.9087901651810242,8,5460.8
12,86400,Transformer + bp,0.9930651230101304,0.0005422883208627,0.9910900637063303,0.0007116142618598,9800.691796875,256.7441834528037,0.0137312348727163,0.9023355386105872,9,5460.8
